n_context_bars,n_events,hit_rate,baseline_hit,lift,binomial_p,random_p,null_mean,holdout_n_events,holdout_hit_rate,holdout_baseline,holdout_lift,pair,aspect,bh_significant,context
16534,21,0.47619047619047616,0.26339663723236967,1.8078836586299272,0.02939695104212516,0.04395604395604396,0.267,5,0.2,0.2406405051871899,0.8311152764761012,moon-venus,60.0,False,dump_bottom
16534,18,0.4444444444444444,0.26339663723236967,1.687358081387932,0.07468870891560137,0.08091908091908091,0.26583333333333337,4,0.5,0.2406405051871899,2.077788191190253,moon-pluto,30.0,False,dump_bottom
16534,7,0.42857142857142855,0.26339663723236967,1.6270952927669344,0.27187840600878277,0.2597402597402597,0.26385714285714285,2,0.5,0.2406405051871899,2.077788191190253,mercury-venus,0.0,False,dump_bottom
16534,24,0.4166666666666667,0.26339663723236967,1.5818982013011864,0.07466250650868261,0.07692307692307693,0.264625,6,0.3333333333333333,0.2406405051871899,1.3851921274601686,moon-jupiter,135.0,False,dump_bottom
16534,17,0.4117647058823529,0.26339663723236967,1.5632876342270547,0.13394264397504996,0.12887112887112886,0.2661176470588235,6,0.3333333333333333,0.2406405051871899,1.3851921274601686,moon-saturn,0.0,False,dump_bottom
16534,27,0.4074074074074074,0.26339663723236967,1.5467449079389377,0.07352006589520173,0.07492507492507493,0.2647777777777778,7,0.7142857142857143,0.2406405051871899,2.9682688445575045,moon-mars,150.0,False,dump_bottom
16534,32,0.40625,0.26339663723236967,1.5423507462686568,0.0554402447459668,0.054945054945054944,0.26384375,8,0.25,0.2406405051871899,1.0388940955951265,moon-neptune,180.0,False,dump_bottom
16534,25,0.4,0.26339663723236967,1.518622273249139,0.09609391648927824,0.10589410589410589,0.26444000000000006,6,0.0,0.2406405051871899,0.0,sun-moon,90.0,False,dump_bottom
16534,5,0.4,0.26339663723236967,1.518622273249139,0.39542831983295634,0.3926073926073926,0.2646,1,0.0,0.2406405051871899,0.0,mercury-venus,30.0,False,dump_bottom
16534,20,0.4,0.26339663723236967,1.518622273249139,0.1300139823486255,0.14285714285714285,0.26704999999999995,6,0.3333333333333333,0.2406405051871899,1.3851921274601686,moon-pluto,0.0,False,dump_bottom
16534,24,0.375,0.26339663723236967,1.4237083811710678,0.15602804786784885,0.14785214785214784,0.264625,7,0.2857142857142857,0.2406405051871899,1.1873075378230016,moon-venus,135.0,False,dump_bottom
16534,24,0.375,0.26339663723236967,1.4237083811710678,0.15602804786784885,0.14785214785214784,0.264625,8,0.375,0.2406405051871899,1.5583411433926897,moon-mars,90.0,False,dump_bottom
16534,24,0.375,0.26339663723236967,1.4237083811710678,0.15602804786784885,0.14785214785214784,0.264625,7,0.42857142857142855,0.2406405051871899,1.7809613067345025,moon-pluto,90.0,False,dump_bottom
16534,19,0.3684210526315789,0.26339663723236967,1.3987310411505225,0.21331240284297615,0.22277722277722278,0.2664736842105263,7,0.42857142857142855,0.2406405051871899,1.7809613067345025,moon-mercury,90.0,False,dump_bottom
16534,30,0.36666666666666664,0.26339663723236967,1.392070417145044,0.14138502703053937,0.13386613386613386,0.26380000000000003,6,0.16666666666666666,0.2406405051871899,0.6925960637300843,moon-mars,0.0,False,dump_bottom
16534,30,0.36666666666666664,0.26339663723236967,1.392070417145044,0.14138502703053937,0.13386613386613386,0.26380000000000003,8,0.25,0.2406405051871899,1.0388940955951265,moon-jupiter,30.0,False,dump_bottom
16534,22,0.36363636363636365,0.26339663723236967,1.3805657029537626,0.2010643197526611,0.2087912087912088,0.26654545454545453,7,0.42857142857142855,0.2406405051871899,1.7809613067345025,sun-moon,45.0,False,dump_bottom
16534,14,0.35714285714285715,0.26339663723236967,1.3559127439724454,0.2987739509544263,0.3026973026973027,0.2618571428571429,4,0.25,0.2406405051871899,1.0388940955951265,sun-mercury,0.0,False,dump_bottom
16534,31,0.3548387096774194,0.26339663723236967,1.3471649198177846,0.16951432252871929,0.16383616383616384,0.2636774193548387,7,0.2857142857142857,0.2406405051871899,1.1873075378230016,moon-uranus,135.0,False,dump_bottom
16534,23,0.34782608695652173,0.26339663723236967,1.3205411071731643,0.24135677302972763,0.23876123876123875,0.2652608695652174,7,0.2857142857142857,0.2406405051871899,1.1873075378230016,moon-saturn,120.0,False,dump_bottom
16534,33,0.3333333333333333,0.26339663723236967,1.265518561040949,0.23287265828784576,0.22277722277722278,0.26378787878787874,8,0.5,0.2406405051871899,2.077788191190253,moon-jupiter,60.0,False,dump_bottom
16534,24,0.3333333333333333,0.26339663723236967,1.265518561040949,0.284021135610667,0.2867132867132867,0.264625,8,0.125,0.2406405051871899,0.5194470477975632,moon-mercury,120.0,False,dump_bottom
16534,21,0.3333333333333333,0.26339663723236967,1.265518561040949,0.3053637805317577,0.3066933066933067,0.267,11,0.2727272727272727,0.2406405051871899,1.1333390133765016,moon-venus,120.0,False,dump_bottom
16534,24,0.3333333333333333,0.26339663723236967,1.265518561040949,0.284021135610667,0.2867132867132867,0.264625,7,0.2857142857142857,0.2406405051871899,1.1873075378230016,moon-neptune,120.0,False,dump_bottom
16534,21,0.3333333333333333,0.26339663723236967,1.265518561040949,0.3053637805317577,0.3066933066933067,0.267,6,0.5,0.2406405051871899,2.077788191190253,moon-jupiter,120.0,False,dump_bottom
16534,28,0.32142857142857145,0.26339663723236967,1.220321469575201,0.3057884504591776,0.3036963036963037,0.26407142857142857,8,0.25,0.2406405051871899,1.0388940955951265,moon-jupiter,90.0,False,dump_bottom
16534,22,0.3181818181818182,0.26339663723236967,1.2079949900845424,0.3540368622286695,0.36063936063936064,0.26654545454545453,8,0.0,0.2406405051871899,0.0,moon-venus,0.0,False,dump_bottom
16534,19,0.3157894736842105,0.26339663723236967,1.1989123209861623,0.38359929838612117,0.3916083916083916,0.2664736842105263,2,0.0,0.2406405051871899,0.0,moon-venus,180.0,False,dump_bottom
16534,29,0.3103448275862069,0.26339663723236967,1.178241418900194,0.34773165999630773,0.34865134865134867,0.2639655172413793,10,0.1,0.2406405051871899,0.4155576382380506,moon-venus,90.0,False,dump_bottom
16534,26,0.3076923076923077,0.26339663723236967,1.1681709794224147,0.37377849984596,0.36363636363636365,0.26403846153846156,10,0.2,0.2406405051871899,0.8311152764761012,moon-uranus,0.0,False,dump_bottom
16534,30,0.3,0.26339663723236967,1.1389667049368541,0.3903968869734123,0.3886113886113886,0.26380000000000003,5,0.4,0.2406405051871899,1.6622305529522023,moon-jupiter,150.0,False,dump_bottom
16534,20,0.3,0.26339663723236967,1.1389667049368541,0.4373566840542673,0.4515484515484515,0.26704999999999995,9,0.3333333333333333,0.2406405051871899,1.3851921274601686,moon-neptune,135.0,False,dump_bottom
16534,30,0.3,0.26339663723236967,1.1389667049368541,0.3903968869734123,0.3886113886113886,0.26380000000000003,11,0.2727272727272727,0.2406405051871899,1.1333390133765016,moon-saturn,45.0,False,dump_bottom
16534,27,0.2962962962962963,0.26339663723236967,1.1249053875919546,0.4195311151281802,0.4195804195804196,0.2647777777777778,4,0.25,0.2406405051871899,1.0388940955951265,moon-venus,45.0,False,dump_bottom
16534,27,0.2962962962962963,0.26339663723236967,1.1249053875919546,0.4195311151281802,0.4195804195804196,0.2647777777777778,8,0.125,0.2406405051871899,0.5194470477975632,moon-uranus,60.0,False,dump_bottom
16534,27,0.2962962962962963,0.26339663723236967,1.1249053875919546,0.4195311151281802,0.4195804195804196,0.2647777777777778,5,0.2,0.2406405051871899,0.8311152764761012,moon-mercury,60.0,False,dump_bottom
16534,17,0.29411764705882354,0.26339663723236967,1.1166340244478963,0.4772726972227379,0.48951048951048953,0.2661176470588235,3,0.3333333333333333,0.2406405051871899,1.3851921274601686,moon-venus,150.0,False,dump_bottom
16534,24,0.2916666666666667,0.26339663723236967,1.1073287409108306,0.45246339298837024,0.45454545454545453,0.264625,11,0.36363636363636365,0.2406405051871899,1.5111186845020022,moon-neptune,45.0,False,dump_bottom
16534,24,0.2916666666666667,0.26339663723236967,1.1073287409108306,0.45246339298837024,0.45454545454545453,0.264625,7,0.14285714285714285,0.2406405051871899,0.5936537689115008,moon-mars,180.0,False,dump_bottom
16534,24,0.2916666666666667,0.26339663723236967,1.1073287409108306,0.45246339298837024,0.45454545454545453,0.264625,6,0.0,0.2406405051871899,0.0,moon-mars,30.0,False,dump_bottom
