n_events,hit_rate,baseline_hit,lift,coverage,binomial_p,random_p,null_mean,holdout_n_events,holdout_hit_rate,holdout_baseline,holdout_lift,pair,aspect,bh_significant
6,0.6666666666666666,0.15131079828036753,4.405942432683379,0.002528871280451825,0.006079161938780333,0.005988023952095809,0.144,2,0.5,0.14885372941556343,3.3590021691973972,venus-neptune,60.0,False
6,0.6666666666666666,0.15131079828036753,4.405942432683379,0.002528871280451825,0.006079161938780333,0.005988023952095809,0.144,1,1.0,0.14885372941556343,6.7180043383947945,mercury-saturn,90.0,False
5,0.6,0.15131079828036753,3.9653481894150415,0.002107392733709854,0.027255740657492693,0.041916167664670656,0.15719999999999998,1,1.0,0.14885372941556343,6.7180043383947945,sun-saturn,90.0,False
6,0.5,0.15131079828036753,3.3044568245125348,0.002528871280451825,0.048432319376205055,0.041916167664670656,0.144,2,0.5,0.14885372941556343,3.3590021691973972,mercury-pluto,90.0,False
6,0.5,0.15131079828036753,3.3044568245125348,0.002528871280451825,0.048432319376205055,0.041916167664670656,0.144,2,0.5,0.14885372941556343,3.3590021691973972,sun-saturn,30.0,False
6,0.5,0.15131079828036753,3.3044568245125348,0.002528871280451825,0.048432319376205055,0.041916167664670656,0.144,2,0.5,0.14885372941556343,3.3590021691973972,sun-saturn,0.0,False
6,0.5,0.15131079828036753,3.3044568245125348,0.002528871280451825,0.048432319376205055,0.041916167664670656,0.144,2,0.5,0.14885372941556343,3.3590021691973972,venus-neptune,45.0,False
6,0.5,0.15131079828036753,3.3044568245125348,0.002528871280451825,0.048432319376205055,0.041916167664670656,0.144,2,0.0,0.14885372941556343,0.0,venus-uranus,30.0,False
7,0.42857142857142855,0.15131079828036753,2.832391563867887,0.0029503498271937958,0.07539081990811047,0.07385229540918163,0.15057142857142855,1,0.0,0.14885372941556343,0.0,mercury-uranus,90.0,False
5,0.4,0.15131079828036753,2.643565459610028,0.002107392733709854,0.16720992079124464,0.15768463073852296,0.15719999999999998,1,0.0,0.14885372941556343,0.0,mercury-uranus,60.0,False
5,0.4,0.15131079828036753,2.643565459610028,0.002107392733709854,0.16720992079124464,0.15768463073852296,0.15719999999999998,0,,0.14885372941556343,,mars-uranus,30.0,False
5,0.4,0.15131079828036753,2.643565459610028,0.002107392733709854,0.16720992079124464,0.15768463073852296,0.15719999999999998,1,1.0,0.14885372941556343,6.7180043383947945,sun-jupiter,135.0,False
5,0.4,0.15131079828036753,2.643565459610028,0.002107392733709854,0.16720992079124464,0.15768463073852296,0.15719999999999998,1,1.0,0.14885372941556343,6.7180043383947945,venus-jupiter,150.0,False
5,0.4,0.15131079828036753,2.643565459610028,0.002107392733709854,0.16720992079124464,0.15768463073852296,0.15719999999999998,1,0.0,0.14885372941556343,0.0,venus-mars,45.0,False
5,0.4,0.15131079828036753,2.643565459610028,0.002107392733709854,0.16720992079124464,0.15768463073852296,0.15719999999999998,2,0.0,0.14885372941556343,0.0,mars-saturn,135.0,False
16,0.375,0.15131079828036753,2.478342618384401,0.006743656747871534,0.024499331873423902,0.031936127744510975,0.147125,4,0.0,0.14885372941556343,0.0,mercury-venus,30.0,False
6,0.3333333333333333,0.15131079828036753,2.2029712163416897,0.002528871280451825,0.22659872149876442,0.20159680638722555,0.144,2,0.0,0.14885372941556343,0.0,mercury-venus,60.0,False
6,0.3333333333333333,0.15131079828036753,2.2029712163416897,0.002528871280451825,0.22659872149876442,0.20159680638722555,0.144,2,0.0,0.14885372941556343,0.0,mercury-saturn,135.0,False
6,0.3333333333333333,0.15131079828036753,2.2029712163416897,0.002528871280451825,0.22659872149876442,0.20159680638722555,0.144,2,0.5,0.14885372941556343,3.3590021691973972,venus-neptune,30.0,False
6,0.3333333333333333,0.15131079828036753,2.2029712163416897,0.002528871280451825,0.22659872149876442,0.20159680638722555,0.144,2,0.0,0.14885372941556343,0.0,mercury-uranus,0.0,False
6,0.3333333333333333,0.15131079828036753,2.2029712163416897,0.002528871280451825,0.22659872149876442,0.20159680638722555,0.144,2,0.5,0.14885372941556343,3.3590021691973972,sun-neptune,60.0,False
