timestamp_utc,body_1,body_2,aspect_angle,aspect_name,orb_resid_deg,relative_speed,body_1_speed,body_2_speed,crossing_rising,bar_index,candle_open_time
2021-04-05 07:05:15.066694+00:00,moon,pluto,0.0,conjunction,0.0,13.346735016397083,13.35760209803869,0.010867081641607282,True,94,2021-04-05 00:00:00+00:00
2021-04-12 11:12:14.176345+00:00,moon,pluto,90.0,square,0.0,11.955999942648672,11.96342268760557,0.007422744956897444,True,101,2021-04-12 00:00:00+00:00
2021-04-20 00:03:26.761853+00:00,moon,pluto,180.0,opposition,0.0,12.528487060909683,12.532234860362399,0.003747799452716583,True,109,2021-04-20 00:00:00+00:00
2021-04-26 11:15:01.237794+00:00,moon,pluto,270.0,square_lower,0.0,15.138767374264248,15.13938257003986,0.0006151957756119287,True,115,2021-04-26 00:00:00+00:00
2021-05-02 13:53:47.940849+00:00,moon,pluto,0.0,conjunction,0.0,13.707178452134487,13.704870839586428,-0.002307612548058592,True,121,2021-05-02 00:00:00+00:00
2021-05-09 17:15:46.612803+00:00,moon,pluto,90.0,square,0.0,11.908430061001832,11.902767911944183,-0.005662149057648147,True,128,2021-05-09 00:00:00+00:00
2021-05-17 06:22:39.096790+00:00,moon,pluto,180.0,opposition,0.0,12.366313662593589,12.357261946099959,-0.009051716493630107,True,136,2021-05-17 00:00:00+00:00
2021-05-23 21:36:31.293585+00:00,moon,pluto,270.0,square_lower,0.0,14.870537091560076,14.85870639809567,-0.011830693464406175,True,142,2021-05-23 00:00:00+00:00
2021-05-29 22:14:41.437971+00:00,moon,pluto,0.0,conjunction,0.0,14.185604531405877,14.17143050579337,-0.014174025612506603,True,148,2021-05-29 00:00:00+00:00
2021-06-05 22:37:26.797236+00:00,moon,pluto,90.0,square,0.0,11.905728277660945,11.889051078468443,-0.016677199192502438,True,155,2021-06-05 00:00:00+00:00
2021-06-13 11:16:07.594607+00:00,moon,pluto,180.0,opposition,0.0,12.386682171544669,12.367663514963253,-0.019018656581416025,True,163,2021-06-13 00:00:00+00:00
2021-06-20 05:37:32.153167+00:00,moon,pluto,270.0,square_lower,0.0,14.384140912095486,14.363380383876516,-0.020760528218970176,True,170,2021-06-20 00:00:00+00:00
2021-06-26 07:35:26.193437+00:00,moon,pluto,0.0,conjunction,5.551115123125783e-17,14.486372559237623,14.464346071808691,-0.022026487428931207,True,176,2021-06-26 00:00:00+00:00
2021-07-03 04:14:43.737887+00:00,moon,pluto,90.0,square,0.0,11.995969340980128,11.972847604957991,-0.023121736022137428,True,183,2021-07-03 00:00:00+00:00
2021-07-10 16:10:05.333892+00:00,moon,pluto,180.0,opposition,0.0,12.510410137433327,12.486547499222484,-0.023862638210842755,True,190,2021-07-10 00:00:00+00:00
2021-07-17 11:03:26.356994+00:00,moon,pluto,270.0,square_lower,0.0,14.008632350529897,13.984545278388406,-0.024087072141490203,True,197,2021-07-17 00:00:00+00:00
2021-07-23 16:34:16.084547+00:00,moon,pluto,0.0,conjunction,5.551115123125783e-17,14.44395123185079,14.420018227844174,-0.023933004006615455,True,203,2021-07-23 00:00:00+00:00
2021-07-30 10:43:43.812075+00:00,moon,pluto,90.0,square,0.0,12.158238380568068,12.134832027873077,-0.02340635269499184,True,210,2021-07-30 00:00:00+00:00
2021-08-06 22:11:34.358359+00:00,moon,pluto,180.0,opposition,0.0,12.594851569217381,12.57248661908876,-0.022364950128621598,True,217,2021-08-06 00:00:00+00:00
2021-08-13 15:20:26.368172+00:00,moon,pluto,270.0,square_lower,0.0,13.977192898863095,13.956181690246503,-0.02101120861659294,True,224,2021-08-13 00:00:00+00:00
2021-08-19 23:59:16.340898+00:00,moon,pluto,0.0,conjunction,0.0,14.13392108773508,14.114520479075251,-0.019400608659828806,True,230,2021-08-19 00:00:00+00:00
2021-08-26 18:02:01.166643+00:00,moon,pluto,90.0,square,0.0,12.308284090529606,12.29089075135162,-0.017393339177986033,True,237,2021-08-26 00:00:00+00:00
2021-09-03 05:37:25.724908+00:00,moon,pluto,180.0,opposition,0.0,12.534549109802807,12.519732751106897,-0.014816358695910295,True,245,2021-09-03 00:00:00+00:00
2021-09-09 20:47:51.121108+00:00,moon,pluto,270.0,square_lower,0.0,14.270431118814999,14.258194556920131,-0.012236561894867522,True,251,2021-09-09 00:00:00+00:00
2021-09-16 05:39:41.680268+00:00,moon,pluto,0.0,conjunction,0.0,13.82518617215172,13.815634968401893,-0.009551203749828518,True,258,2021-09-16 00:00:00+00:00
2021-09-23 01:37:23.064947+00:00,moon,pluto,90.0,square,0.0,12.356734102842397,12.350222202665602,-0.0065119001767952635,True,265,2021-09-23 00:00:00+00:00
2021-09-30 13:54:25.037001+00:00,moon,pluto,180.0,opposition,0.0,12.332801448369443,12.329798871854322,-0.003002576515120013,True,272,2021-09-30 00:00:00+00:00
2021-10-07 05:03:09.965823+00:00,moon,pluto,270.0,square_lower,0.0,14.625991634800325,14.626207277735151,0.00021564293482631786,True,279,2021-10-07 00:00:00+00:00
2021-10-13 10:53:18.753267+00:00,moon,pluto,0.0,conjunction,0.0,13.803970571179258,13.807261587064483,0.0032910158852254468,True,285,2021-10-13 00:00:00+00:00
2021-10-20 08:55:35.315702+00:00,moon,pluto,90.0,square,0.0,12.277743011296565,12.284421594081548,0.006678582784983588,True,292,2021-10-20 00:00:00+00:00
2021-10-27 22:07:38.237532+00:00,moon,pluto,180.0,opposition,0.0,12.104155361498584,12.114482020134073,0.010326658635489048,True,299,2021-10-27 00:00:00+00:00
2021-11-03 15:57:19.425477+00:00,moon,pluto,270.0,square_lower,0.0,14.717436592226152,14.730952212992607,0.0135156207664551,True,306,2021-11-03 00:00:00+00:00
2021-11-09 17:51:22.162856+00:00,moon,pluto,0.0,conjunction,0.0,14.15771179158742,14.173995152437776,0.016283360850355606,True,312,2021-11-09 00:00:00+00:00
2021-11-16 15:50:51.868255+00:00,moon,pluto,90.0,square,0.0,12.143082166980209,12.162325123077084,0.01924295609687554,True,319,2021-11-16 00:00:00+00:00
2021-11-24 05:46:01.692099+00:00,moon,pluto,180.0,opposition,0.0,11.986898570561262,12.00914057720715,0.022242006645887002,True,327,2021-11-24 00:00:00+00:00
2021-12-01 03:42:59.610421+00:00,moon,pluto,270.0,square_lower,0.0,14.408824840126071,14.43356297477228,0.024738134646208866,True,334,2021-12-01 00:00:00+00:00
2021-12-07 03:55:33.698052+00:00,moon,pluto,0.0,conjunction,0.0,14.667412523398479,14.69409377668971,0.02668125329123151,True,340,2021-12-07 00:00:00+00:00
2021-12-13 23:00:30.475181+00:00,moon,pluto,90.0,square,0.0,12.090025203519728,12.118598736641616,0.028573533121887075,True,346,2021-12-13 00:00:00+00:00
2021-12-21 13:09:54.438645+00:00,moon,pluto,180.0,opposition,0.0,12.023326209823315,12.053636167610406,0.030309957787090763,True,354,2021-12-21 00:00:00+00:00
2021-12-28 14:06:28.050340+00:00,moon,pluto,270.0,square_lower,0.0,13.892998077039914,13.924563501399302,0.031565424359387265,True,361,2021-12-28 00:00:00+00:00
2022-01-03 16:20:31.474125+00:00,moon,pluto,0.0,conjunction,0.0,14.952719570703122,14.98506910338101,0.0323495326778869,True,367,2022-01-03 00:00:00+00:00
2022-01-10 07:23:04.285267+00:00,moon,pluto,90.0,square,0.0,12.21471938709241,12.247568599312768,0.03284921222035708,True,374,2022-01-10 00:00:00+00:00
2022-01-17 21:07:58.181637+00:00,moon,pluto,180.0,opposition,0.0,12.130271269264048,12.163251706499308,0.032980437235259535,True,381,2022-01-17 00:00:00+00:00
2022-01-24 22:09:58.181645+00:00,moon,pluto,270.0,square_lower,0.0,13.54343771996302,13.576175077763404,0.032737357800383705,True,388,2022-01-24 00:00:00+00:00
2022-01-31 04:43:47.802573+00:00,moon,pluto,0.0,conjunction,0.0,14.803349436238303,14.835533891236128,0.032184454997825504,True,395,2022-01-31 00:00:00+00:00
2022-02-06 17:20:42.349902+00:00,moon,pluto,90.0,square,0.0,12.465500856629257,12.496765959059948,0.031265102430691194,True,401,2022-02-06 00:00:00+00:00
2022-02-14 06:06:52.292134+00:00,moon,pluto,180.0,opposition,0.0,12.189392617345113,12.219204106975209,0.029811489630094622,True,409,2022-02-14 00:00:00+00:00
2022-02-21 05:01:38.512479+00:00,moon,pluto,270.0,square_lower,1.734723475976807e-18,13.584238087099457,13.612374123666424,0.028136036566965863,True,416,2022-02-21 00:00:00+00:00
2022-02-27 14:49:29.274729+00:00,moon,pluto,0.0,conjunction,5.551115123125783e-17,14.376466643801146,14.402778042205629,0.026311398404482742,True,422,2022-02-27 00:00:00+00:00
2022-03-06 04:01:36.300416+00:00,moon,pluto,90.0,square,0.0,12.672545582213266,12.696708884079158,0.02416330186589258,True,429,2022-03-06 00:00:00+00:00
2022-03-13 15:44:11.148540+00:00,moon,pluto,180.0,opposition,0.0,12.147511423320372,12.168928899310734,0.021417475990362058,True,436,2022-03-13 00:00:00+00:00
2022-03-20 12:39:58.072211+00:00,moon,pluto,270.0,square_lower,0.0,13.913490758980615,13.93217131410173,0.01868055512111585,True,443,2022-03-20 00:00:00+00:00
2022-03-26 22:03:41.806721+00:00,moon,pluto,0.0,conjunction,0.0,14.051102573495,14.067065481465114,0.015962907970114733,True,449,2022-03-26 00:00:00+00:00
2022-04-02 13:51:10.718761+00:00,moon,pluto,90.0,square,0.0,12.705725525783167,12.71868772383208,0.012962198048912934,True,456,2022-04-02 00:00:00+00:00
2022-04-10 01:01:08.678067+00:00,moon,pluto,180.0,opposition,0.0,12.037794758770136,12.047259482510734,0.0094647237405968,True,464,2022-04-10 00:00:00+00:00
2022-04-16 21:56:54.436988+00:00,moon,pluto,270.0,square_lower,0.0,14.224907553184064,14.231095285717778,0.006187732533714187,True,470,2022-04-16 00:00:00+00:00
2022-04-23 03:52:52.574052+00:00,moon,pluto,0.0,conjunction,0.0,14.10765060664258,14.110832736275002,0.0031821296324231856,True,477,2022-04-23 00:00:00+00:00
2022-04-29 21:38:25.627934+00:00,moon,pluto,90.0,square,0.0,12.585241969275145,12.585165408694142,-7.656058100420369e-05,True,483,2022-04-29 00:00:00+00:00
2022-05-07 08:59:07.027627+00:00,moon,pluto,180.0,opposition,0.0,11.935124055068668,11.931495727600012,-0.0036283274686559493,True,491,2022-05-07 00:00:00+00:00
2022-05-14 08:07:24.856324+00:00,moon,pluto,270.0,square_lower,0.0,14.255963299718319,14.249155373737903,-0.006807925980416292,True,498,2022-05-14 00:00:00+00:00
2022-05-20 10:23:54.278104+00:00,moon,pluto,0.0,conjunction,0.0,14.527241725376845,14.517776429546917,-0.009465295829928121,True,504,2022-05-20 00:00:00+00:00
2022-05-27 03:20:13.448093+00:00,moon,pluto,90.0,square,0.0,12.454672948451963,12.442428777744052,-0.012244170707910434,True,511,2022-05-27 00:00:00+00:00
2022-06-03 15:15:00.915141+00:00,moon,pluto,180.0,opposition,0.0,11.894540110430118,11.87944772600573,-0.01509238442438894,True,518,2022-06-03 00:00:00+00:00
2022-06-10 17:36:28.775077+00:00,moon,pluto,270.0,square_lower,0.0,13.959971495015923,13.942501294540543,-0.01747020047537888,True,525,2022-06-10 00:00:00+00:00
2022-06-16 18:41:27.032846+00:00,moon,pluto,0.0,conjunction,0.0,15.028760652728389,15.009525174373172,-0.019235478355217158,True,531,2022-06-16 00:00:00+00:00
2022-06-23 08:02:22.408282+00:00,moon,pluto,90.0,square,0.0,12.472277844964667,12.451395947385791,-0.020881897578875798,True,538,2022-06-23 00:00:00+00:00
2022-06-30 20:13:58.167791+00:00,moon,pluto,180.0,opposition,0.0,11.915041424858076,11.892680174690076,-0.02236125016800015,True,545,2022-06-30 00:00:00+00:00
2022-07-08 01:03:55.223591+00:00,moon,pluto,270.0,square_lower,0.0,13.51793121974499,13.49460723090924,-0.023323988835748228,True,553,2022-07-08 00:00:00+00:00
2022-07-14 04:16:48.752620+00:00,moon,pluto,0.0,conjunction,0.0,15.275507346231715,15.251713863590341,-0.023793482641374222,True,559,2022-07-14 00:00:00+00:00
2022-07-20 13:20:02.050412+00:00,moon,pluto,90.0,square,0.0,12.69780698946575,12.673847053785819,-0.02395993567993091,True,565,2022-07-20 00:00:00+00:00
2022-07-28 00:54:09.100829+00:00,moon,pluto,180.0,opposition,0.0,11.95145145999923,11.927751691578013,-0.02369976842121693,True,573,2022-07-28 00:00:00+00:00
2022-08-04 06:19:35.416456+00:00,moon,pluto,270.0,square_lower,0.0,13.200911712995818,13.177949584465466,-0.02296212853035285,True,580,2022-08-04 00:00:00+00:00
2022-08-10 13:44:56.412236+00:00,moon,pluto,0.0,conjunction,0.0,15.107158377041264,15.085205072382877,-0.021953304658386963,True,586,2022-08-10 00:00:00+00:00
2022-08-16 20:18:06.597639+00:00,moon,pluto,90.0,square,0.0,13.03670353487144,13.016050021778787,-0.02065351309265478,True,592,2022-08-16 00:00:00+00:00
2022-08-24 06:16:49.824510+00:00,moon,pluto,180.0,opposition,0.0,11.957992435128027,11.939266189547322,-0.018726245580704577,True,600,2022-08-24 00:00:00+00:00
2022-08-31 10:43:28.532583+00:00,moon,pluto,270.0,square_lower,0.0,13.175554468622405,13.15909090885705,-0.01646355976535492,True,607,2022-08-31 00:00:00+00:00
2022-09-06 21:42:43.362729+00:00,moon,pluto,0.0,conjunction,0.0,14.65490214638678,14.64075478058591,-0.014147365800870218,True,613,2022-09-06 00:00:00+00:00
2022-09-13 04:52:59.752223+00:00,moon,pluto,90.0,square,0.0,13.292594255262543,13.280906529968359,-0.01168772529418316,True,620,2022-09-13 00:00:00+00:00
2022-09-20 12:58:30.263195+00:00,moon,pluto,180.0,opposition,0.0,11.923094140558925,11.914509021825259,-0.00858511873366614,True,627,2022-09-20 00:00:00+00:00
2022-09-27 16:20:44.580975+00:00,moon,pluto,270.0,square_lower,0.0,13.388457226732347,13.383111320953248,-0.005345905779099457,True,634,2022-09-27 00:00:00+00:00
2022-10-04 03:48:55.524328+00:00,moon,pluto,0.0,conjunction,5.551115123125783e-17,14.261428339661302,14.259146826198794,-0.002281513462508325,True,641,2022-10-04 00:00:00+00:00
2022-10-10 14:02:00.295925+00:00,moon,pluto,90.0,square,0.0,13.30905960760935,13.309869636882198,0.0008100292728475859,True,647,2022-10-10 00:00:00+00:00
2022-10-17 20:56:24.487767+00:00,moon,pluto,180.0,opposition,0.0,11.871799906300755,11.876158029718304,0.004358123417550659,True,654,2022-10-17 00:00:00+00:00
2022-10-25 00:35:41.364857+00:00,moon,pluto,270.0,square_lower,0.0,13.607991841240882,13.615845430893822,0.007853589652941152,True,662,2022-10-25 00:00:00+00:00
2022-10-31 09:22:33.056673+00:00,moon,pluto,0.0,conjunction,0.0,14.24275447717782,14.253670108248794,0.010915631070973144,True,668,2022-10-31 00:00:00+00:00
2022-11-06 22:29:41.971945+00:00,moon,pluto,90.0,square,0.0,13.098438022627585,13.11238902170404,0.013950999076454099,True,674,2022-11-06 00:00:00+00:00
2022-11-14 05:34:49.253652+00:00,moon,pluto,180.0,opposition,0.0,11.839945043023553,11.857126586513425,0.017181543489871668,True,682,2022-11-14 00:00:00+00:00
2022-11-21 11:14:32.597419+00:00,moon,pluto,270.0,square_lower,0.0,13.594657050863606,13.614861497522533,0.020204446658927105,True,689,2022-11-21 00:00:00+00:00
2022-11-27 16:42:54.424846+00:00,moon,pluto,0.0,conjunction,0.0,14.637915691694545,14.660527912714958,0.022612221020413117,True,695,2022-11-27 00:00:00+00:00
2022-12-04 05:46:14.984351+00:00,moon,pluto,90.0,square,0.0,12.856125778823857,12.881019084250562,0.024893305426705047,True,702,2022-12-04 00:00:00+00:00
2022-12-11 14:10:55.952581+00:00,moon,pluto,180.0,opposition,0.0,11.839062508421833,11.866212180761709,0.027149672339875038,True,709,2022-12-11 00:00:00+00:00
2022-12-18 22:35:30.110527+00:00,moon,pluto,270.0,square_lower,0.0,13.294453950383184,13.32352839482436,0.02907444444117453,True,716,2022-12-18 00:00:00+00:00
2022-12-25 03:11:00.688394+00:00,moon,pluto,0.0,conjunction,0.0,15.143501451218416,15.173905048040199,0.030403596821783174,True,723,2022-12-25 00:00:00+00:00
2022-12-31 12:43:54.179304+00:00,moon,pluto,90.0,square,5.551115123125783e-17,12.829832344773017,12.861288384390654,0.031456039617636676,True,729,2022-12-31 00:00:00+00:00
2023-01-07 22:22:56.298040+00:00,moon,pluto,180.0,opposition,0.0,11.845404131914878,11.877688499891779,0.03228436797690039,True,736,2023-01-07 00:00:00+00:00
2023-01-15 08:39:36.429845+00:00,moon,pluto,270.0,square_lower,0.0,12.89940955787125,12.932118573139306,0.03270901526805643,True,744,2023-01-15 00:00:00+00:00
2023-01-21 15:52:11.610195+00:00,moon,pluto,0.0,conjunction,0.0,15.343883310555661,15.376611741159577,0.03272843060391564,True,750,2023-01-21 00:00:00+00:00
2023-01-27 21:01:09.254445+00:00,moon,pluto,90.0,square,0.0,13.109953336194819,13.142370405131265,0.03241706893644668,True,756,2023-01-27 00:00:00+00:00
2023-02-04 06:18:58.848728+00:00,moon,pluto,180.0,opposition,0.0,11.835754755882677,11.867412562718993,0.03165780683631611,True,764,2023-02-04 00:00:00+00:00
2023-02-11 16:41:15.584557+00:00,moon,pluto,270.0,square_lower,0.0,12.680318755692078,12.710820131331474,0.030501375639396353,True,771,2023-02-11 00:00:00+00:00
2023-02-18 04:17:49.825989+00:00,moon,pluto,0.0,conjunction,0.0,15.07652559296087,15.105693508398915,0.02916791543804406,True,778,2023-02-18 00:00:00+00:00
2023-02-24 07:21:51.186689+00:00,moon,pluto,90.0,square,0.0,13.524655601990535,13.552274580631234,0.027618978640699877,True,784,2023-02-24 00:00:00+00:00
2023-03-03 14:22:31.873580+00:00,moon,pluto,180.0,opposition,0.0,11.826062394022864,11.851523535654692,0.025461141631828506,True,791,2023-03-03 00:00:00+00:00
2023-03-10 23:36:30.292895+00:00,moon,pluto,270.0,square_lower,0.0,12.743108046349382,12.766087707616434,0.02297966126705146,True,798,2023-03-10 00:00:00+00:00
2023-03-17 14:13:39.609746+00:00,moon,pluto,0.0,conjunction,0.0,14.571526990274414,14.592044758053548,0.020517767779133916,True,805,2023-03-17 00:00:00+00:00
2023-03-23 18:42:24.728561+00:00,moon,pluto,90.0,square,0.0,13.786156482385195,13.804165056086909,0.018008573701714093,True,811,2023-03-23 00:00:00+00:00
2023-03-30 22:46:09.700581+00:00,moon,pluto,180.0,opposition,0.0,11.851533073099274,11.866448066415073,0.014914993315798503,True,818,2023-03-30 00:00:00+00:00
2023-04-07 06:53:45.970712+00:00,moon,pluto,270.0,square_lower,0.0,12.965760531587312,12.977368016848624,0.011607485261312356,True,826,2023-04-07 00:00:00+00:00
2023-04-13 21:11:13.228431+00:00,moon,pluto,0.0,conjunction,0.0,14.22820115536205,14.236736183820469,0.008535028458417616,True,832,2023-04-13 00:00:00+00:00
2023-04-20 05:04:24.703520+00:00,moon,pluto,90.0,square,0.0,13.74681218424607,13.752320591175346,0.005508406929276048,True,839,2023-04-20 00:00:00+00:00
2023-04-27 07:13:12.681984+00:00,moon,pluto,180.0,opposition,0.0,11.917467550353154,11.919563209812106,0.00209565945895126,True,846,2023-04-27 00:00:00+00:00
2023-05-04 15:12:01.525544+00:00,moon,pluto,270.0,square_lower,0.0,13.131046456250523,13.12966152278254,-0.00138493346798322,True,853,2023-05-04 00:00:00+00:00
2023-05-11 02:40:01.096222+00:00,moon,pluto,0.0,conjunction,0.0,14.28637053097427,14.281977475297994,-0.004393055676275485,True,860,2023-05-11 00:00:00+00:00
2023-05-17 13:00:14.472280+00:00,moon,pluto,90.0,square,4.336808689942018e-19,13.501991230594207,13.49468654916326,-0.0073046814309464326,True,866,2023-05-17 00:00:00+00:00
2023-05-24 15:04:03.004276+00:00,moon,pluto,180.0,opposition,0.0,11.989982543914747,11.979626618360765,-0.010355925553982787,True,873,2023-05-24 00:00:00+00:00
2023-06-01 00:02:21.016520+00:00,moon,pluto,270.0,square_lower,0.0,13.087556480043261,13.074273725142607,-0.013282754900654933,True,881,2023-06-01 00:00:00+00:00
2023-06-07 08:47:59.917262+00:00,moon,pluto,0.0,conjunction,5.551115123125783e-17,14.676573048042084,14.660988206749225,-0.015584841292858477,True,887,2023-06-07 00:00:00+00:00
2023-06-13 18:26:45.412878+00:00,moon,pluto,90.0,square,0.0,13.294452250407629,13.276767196143988,-0.01768505426364087,True,893,2023-06-13 00:00:00+00:00
2023-06-20 21:43:17.058378+00:00,moon,pluto,180.0,opposition,0.0,12.027177152905235,12.007468738434458,-0.01970841447077755,True,900,2023-06-20 00:00:00+00:00
2023-06-28 08:18:43.790826+00:00,moon,pluto,270.0,square_lower,0.0,12.83695396639965,12.815552933519744,-0.02140103287990667,True,908,2023-06-28 00:00:00+00:00
2023-07-04 16:45:27.142658+00:00,moon,pluto,0.0,conjunction,0.0,15.098456969247966,15.07595470986775,-0.022502259380216744,True,914,2023-07-04 00:00:00+00:00
2023-07-10 22:49:33.815185+00:00,moon,pluto,90.0,square,0.0,13.340551850893885,13.317264316053631,-0.023287534840253074,True,920,2023-07-10 00:00:00+00:00
2023-07-18 03:05:58.795033+00:00,moon,pluto,180.0,opposition,0.0,12.010861890851487,11.987082986131941,-0.023778904719545208,True,928,2023-07-18 00:00:00+00:00
2023-07-25 15:05:14.320764+00:00,moon,pluto,270.0,square_lower,0.0,12.522549878591725,12.49875995553782,-0.023789923053906863,True,935,2023-07-25 00:00:00+00:00
2023-08-01 02:12:51.539020+00:00,moon,pluto,0.0,conjunction,0.0,15.23043465339655,15.207030632117231,-0.023404021279319676,True,942,2023-08-01 00:00:00+00:00
2023-08-07 04:12:35.998806+00:00,moon,pluto,90.0,square,0.0,13.682155592335288,13.659419054761818,-0.022736537573471036,True,948,2023-08-07 00:00:00+00:00
2023-08-14 07:46:28.157669+00:00,moon,pluto,180.0,opposition,0.0,11.963571858264002,11.942016102320444,-0.021555755943557707,True,955,2023-08-14 00:00:00+00:00
2023-08-21 20:19:27.464984+00:00,moon,pluto,270.0,square_lower,0.0,12.32433650270756,12.304489176448202,-0.01984732625935743,True,962,2023-08-21 00:00:00+00:00
2023-08-28 11:48:59.966446+00:00,moon,pluto,0.0,conjunction,0.0,14.947893478997386,14.929909053886712,-0.017984425110673483,True,969,2023-08-28 00:00:00+00:00
2023-09-03 11:56:45.716366+00:00,moon,pluto,90.0,square,0.0,14.139800206888989,14.123736411683623,-0.016063795205365116,True,975,2023-09-03 00:00:00+00:00
2023-09-10 12:47:16.151352+00:00,moon,pluto,180.0,opposition,0.0,11.943904218116144,11.930373494027865,-0.013530724088278896,True,982,2023-09-10 00:00:00+00:00
2023-09-18 01:06:18.498007+00:00,moon,pluto,270.0,square_lower,0.0,12.325109035821583,12.314600772772446,-0.010508263049137845,True,990,2023-09-18 00:00:00+00:00
2023-09-24 20:05:24.203813+00:00,moon,pluto,0.0,conjunction,0.0,14.422625963821613,14.4150669170961,-0.007559046725513127,True,996,2023-09-24 00:00:00+00:00
2023-09-30 21:49:30.803466+00:00,moon,pluto,90.0,square,0.0,14.420697135785923,14.415889148720279,-0.004807987065644782,True,1002,2023-09-30 00:00:00+00:00
2023-10-07 19:11:37.085901+00:00,moon,pluto,180.0,opposition,0.0,12.00744371668186,12.005871681306694,-0.0015720353751668458,True,1009,2023-10-07 00:00:00+00:00
2023-10-15 07:01:10.446989+00:00,moon,pluto,270.0,square_lower,0.0,12.45313361782396,12.455188943605233,0.002055325781271969,True,1017,2023-10-15 00:00:00+00:00
2023-10-22 02:32:58.818459+00:00,moon,pluto,0.0,conjunction,5.551115123125783e-17,14.015661836624876,14.021042738201773,0.005380901576896664,True,1024,2023-10-22 00:00:00+00:00
2023-10-28 08:19:41.770666+00:00,moon,pluto,90.0,square,2.7755575615628914e-17,14.336124838364613,14.344509455592231,0.00838461722761819,True,1030,2023-10-28 00:00:00+00:00
2023-11-04 03:27:46.784276+00:00,moon,pluto,180.0,opposition,0.0,12.149220155533778,12.160812923843183,0.01159276830940523,True,1037,2023-11-04 00:00:00+00:00
2023-11-11 15:05:30.104917+00:00,moon,pluto,270.0,square_lower,0.0,12.545461832769481,12.560485041824757,0.015023209055275096,True,1044,2023-11-11 00:00:00+00:00
2023-11-18 08:27:23.530802+00:00,moon,pluto,0.0,conjunction,0.0,14.0094718541584,14.027421836580087,0.017949982421686394,True,1051,2023-11-18 00:00:00+00:00
2023-11-24 17:40:29.224370+00:00,moon,pluto,90.0,square,0.0,13.968861022429268,13.9893953040839,0.020534281654631597,True,1057,2023-11-24 00:00:00+00:00
2023-12-01 13:06:45.662606+00:00,moon,pluto,180.0,opposition,0.0,12.286837717854624,12.309910420023794,0.023072702169170088,True,1064,2023-12-01 00:00:00+00:00
2023-12-09 01:05:14.843654+00:00,moon,pluto,270.0,square_lower,0.0,12.478691263812667,12.50428592103915,0.02559465722648324,True,1072,2023-12-09 00:00:00+00:00
2023-12-15 16:03:36.028384+00:00,moon,pluto,0.0,conjunction,0.0,14.373309290516515,14.400845155744468,0.027535865227953968,True,1078,2023-12-15 00:00:00+00:00
2023-12-22 01:10:44.676189+00:00,moon,pluto,90.0,square,0.0,13.638798534109572,13.667904270211507,0.029105736101934482,True,1085,2023-12-22 00:00:00+00:00
2023-12-28 22:57:15.497059+00:00,moon,pluto,180.0,opposition,0.0,12.32191904801686,12.352398832914616,0.0304797848977567,True,1091,2023-12-28 00:00:00+00:00
