timestamp_utc,pair,aspect_angle,aspect_name,orb_resid_deg,bar_index,candle_open_time
2024-06-24 05:50:18.698763+00:00,moon-pluto,0.0,conjunction,0.0,7,2024-06-24 04:00:00+00:00
2024-06-30 14:23:13.988482+00:00,moon-pluto,90.0,square,0.0,45,2024-06-30 12:00:00+00:00
2024-07-07 06:16:04.694025+00:00,moon-pluto,180.0,opposition,0.0,85,2024-07-07 04:00:00+00:00
2024-07-14 17:01:10.594374+00:00,moon-pluto,270.0,square_lower,0.0,130,2024-07-14 16:00:00+00:00
2024-07-21 13:14:29.811526+00:00,moon-pluto,0.0,conjunction,0.0,171,2024-07-21 12:00:00+00:00
2024-07-27 18:40:43.674506+00:00,moon-pluto,90.0,square,0.0,208,2024-07-27 16:00:00+00:00
2024-08-03 12:18:30.700949+00:00,moon-pluto,180.0,opposition,0.0,249,2024-08-03 12:00:00+00:00
2024-08-10 23:26:36.356167+00:00,moon-pluto,270.0,square_lower,0.0,293,2024-08-10 20:00:00+00:00
2024-08-17 22:13:20.105764+00:00,moon-pluto,0.0,conjunction,0.0,335,2024-08-17 20:00:00+00:00
2024-08-24 00:16:34.401632+00:00,moon-pluto,90.0,square,0.0,372,2024-08-24 00:00:00+00:00
2024-08-30 17:13:51.007033+00:00,moon-pluto,180.0,opposition,0.0,412,2024-08-30 16:00:00+00:00
2024-09-07 05:08:17.514042+00:00,moon-pluto,270.0,square_lower,0.0,457,2024-09-07 04:00:00+00:00
2024-09-14 07:34:47.966297+00:00,moon-pluto,0.0,conjunction,0.0,499,2024-09-14 04:00:00+00:00
2024-09-20 08:38:35.421409+00:00,moon-pluto,90.0,square,0.0,536,2024-09-20 08:00:00+00:00
2024-09-26 22:12:17.189690+00:00,moon-pluto,180.0,opposition,0.0,575,2024-09-26 20:00:00+00:00
2024-10-04 10:40:24.586281+00:00,moon-pluto,270.0,square_lower,0.0,620,2024-10-04 08:00:00+00:00
2024-10-11 15:53:05.435862+00:00,moon-pluto,0.0,conjunction,0.0,663,2024-10-11 12:00:00+00:00
2024-10-17 19:26:28.101037+00:00,moon-pluto,90.0,square,0.0,700,2024-10-17 16:00:00+00:00
2024-10-24 04:47:28.005172+00:00,moon-pluto,180.0,opposition,0.0,739,2024-10-24 04:00:00+00:00
2024-10-31 16:57:07.947463+00:00,moon-pluto,270.0,square_lower,0.0,784,2024-10-31 16:00:00+00:00
2024-11-07 22:37:32.687979+00:00,moon-pluto,0.0,conjunction,0.0,827,2024-11-07 20:00:00+00:00
2024-11-14 06:49:55.842461+00:00,moon-pluto,90.0,square,0.0,865,2024-11-14 04:00:00+00:00
2024-11-20 13:52:20.390705+00:00,moon-pluto,180.0,opposition,0.0,903,2024-11-20 12:00:00+00:00
2024-11-28 00:40:01.056401+00:00,moon-pluto,270.0,square_lower,0.0,948,2024-11-28 00:00:00+00:00
2024-12-05 04:56:09.425402+00:00,moon-pluto,0.0,conjunction,0.0,991,2024-12-05 04:00:00+00:00
2024-12-11 16:43:10.468811+00:00,moon-pluto,90.0,square,0.0,1030,2024-12-11 16:00:00+00:00
2024-12-18 00:49:58.916090+00:00,moon-pluto,180.0,opposition,0.0,1068,2024-12-18 00:00:00+00:00
2024-12-25 09:51:28.587962+00:00,moon-pluto,270.0,square_lower,0.0,1112,2024-12-25 08:00:00+00:00
2025-01-01 12:44:38.513067+00:00,moon-pluto,0.0,conjunction,0.0,1155,2025-01-01 12:00:00+00:00
2025-01-08 00:22:05.608320+00:00,moon-pluto,90.0,square,2.7755575615628914e-17,1194,2025-01-08 00:00:00+00:00
2025-01-14 11:53:13.382476+00:00,moon-pluto,180.0,opposition,0.0,1232,2025-01-14 08:00:00+00:00
2025-01-21 19:50:28.502311+00:00,moon-pluto,270.0,square_lower,0.0,1276,2025-01-21 16:00:00+00:00
2025-01-28 22:55:57.983890+00:00,moon-pluto,0.0,conjunction,0.0,1319,2025-01-28 20:00:00+00:00
2025-02-04 07:12:18.540913+00:00,moon-pluto,90.0,square,0.0,1357,2025-02-04 04:00:00+00:00
2025-02-10 21:20:35.537639+00:00,moon-pluto,180.0,opposition,0.0,1397,2025-02-10 20:00:00+00:00
2025-02-18 05:33:57.158854+00:00,moon-pluto,270.0,square_lower,0.0,1441,2025-02-18 04:00:00+00:00
2025-02-25 10:32:37.457864+00:00,moon-pluto,0.0,conjunction,5.551115123125783e-17,1484,2025-02-25 08:00:00+00:00
2025-03-03 15:27:20.204721+00:00,moon-pluto,90.0,square,0.0,1521,2025-03-03 12:00:00+00:00
2025-03-10 04:47:43.838198+00:00,moon-pluto,180.0,opposition,0.0,1561,2025-03-10 04:00:00+00:00
2025-03-17 14:10:59.077802+00:00,moon-pluto,270.0,square_lower,0.0,1605,2025-03-17 12:00:00+00:00
2025-03-24 21:33:49.804356+00:00,moon-pluto,0.0,conjunction,0.0,1649,2025-03-24 20:00:00+00:00
2025-03-31 01:52:49.941428+00:00,moon-pluto,90.0,square,0.0,1686,2025-03-31 00:00:00+00:00
2025-04-06 11:18:53.179272+00:00,moon-pluto,180.0,opposition,0.0,1724,2025-04-06 08:00:00+00:00
2025-04-13 21:26:41.265474+00:00,moon-pluto,270.0,square_lower,0.0,1769,2025-04-13 20:00:00+00:00
2025-04-21 06:19:36.527602+00:00,moon-pluto,0.0,conjunction,0.0,1813,2025-04-21 04:00:00+00:00
2025-04-27 13:16:11.137211+00:00,moon-pluto,90.0,square,0.0,1851,2025-04-27 12:00:00+00:00
2025-05-03 18:24:44.674662+00:00,moon-pluto,180.0,opposition,0.0,1888,2025-05-03 16:00:00+00:00
2025-05-11 03:42:23.919221+00:00,moon-pluto,270.0,square_lower,0.0,1932,2025-05-11 00:00:00+00:00
2025-05-18 12:33:41.132941+00:00,moon-pluto,0.0,conjunction,0.0,1977,2025-05-18 12:00:00+00:00
2025-05-24 23:36:12.530420+00:00,moon-pluto,90.0,square,5.551115123125783e-17,2015,2025-05-24 20:00:00+00:00
2025-05-31 02:43:27.994360+00:00,moon-pluto,180.0,opposition,0.0,2052,2025-05-31 00:00:00+00:00
2025-06-07 09:37:23.901353+00:00,moon-pluto,270.0,square_lower,0.0,2096,2025-06-07 08:00:00+00:00
2025-06-14 17:26:54.617286+00:00,moon-pluto,0.0,conjunction,0.0,2140,2025-06-14 16:00:00+00:00
2025-06-21 07:23:51.237980+00:00,moon-pluto,90.0,square,0.0,2179,2025-06-21 04:00:00+00:00
2025-06-27 11:39:14.551694+00:00,moon-pluto,180.0,opposition,0.0,2216,2025-06-27 08:00:00+00:00
2025-07-04 15:45:42.311572+00:00,moon-pluto,270.0,square_lower,0.0,2259,2025-07-04 12:00:00+00:00
2025-07-11 22:41:37.754964+00:00,moon-pluto,0.0,conjunction,0.0,2303,2025-07-11 20:00:00+00:00
2025-07-18 12:37:46.388338+00:00,moon-pluto,90.0,square,0.0,2343,2025-07-18 12:00:00+00:00
2025-07-24 19:59:30.741540+00:00,moon-pluto,180.0,opposition,0.0,2380,2025-07-24 16:00:00+00:00
2025-07-31 22:19:56.309430+00:00,moon-pluto,270.0,square_lower,0.0,2423,2025-07-31 20:00:00+00:00
2025-08-08 05:25:40.999894+00:00,moon-pluto,0.0,conjunction,0.0,2467,2025-08-08 04:00:00+00:00
2025-08-14 16:56:36.079715+00:00,moon-pluto,90.0,square,0.0,2506,2025-08-14 16:00:00+00:00
2025-08-21 02:47:23.339199+00:00,moon-pluto,180.0,opposition,0.0,2544,2025-08-21 00:00:00+00:00
2025-08-28 05:09:48.384403+00:00,moon-pluto,270.0,square_lower,0.0,2587,2025-08-28 04:00:00+00:00
2025-09-04 13:40:22.485522+00:00,moon-pluto,0.0,conjunction,0.0,2631,2025-09-04 12:00:00+00:00
2025-09-10 22:42:38.340845+00:00,moon-pluto,90.0,square,0.0,2669,2025-09-10 20:00:00+00:00
2025-09-17 08:05:19.237253+00:00,moon-pluto,180.0,opposition,0.0,2708,2025-09-17 08:00:00+00:00
2025-09-24 11:55:40.630910+00:00,moon-pluto,270.0,square_lower,0.0,2750,2025-09-24 08:00:00+00:00
2025-10-01 22:28:56.877890+00:00,moon-pluto,0.0,conjunction,0.0,2795,2025-10-01 20:00:00+00:00
2025-10-08 07:24:03.656527+00:00,moon-pluto,90.0,square,0.0,2833,2025-10-08 04:00:00+00:00
2025-10-14 13:14:21.109353+00:00,moon-pluto,180.0,opposition,0.0,2871,2025-10-14 12:00:00+00:00
2025-10-21 18:28:42.162196+00:00,moon-pluto,270.0,square_lower,0.0,2914,2025-10-21 16:00:00+00:00
2025-10-29 06:39:06.712095+00:00,moon-pluto,0.0,conjunction,0.0,2959,2025-10-29 04:00:00+00:00
2025-11-04 18:36:03.214818+00:00,moon-pluto,90.0,square,0.0,2998,2025-11-04 16:00:00+00:00
2025-11-10 20:16:04.981826+00:00,moon-pluto,180.0,opposition,0.0,3035,2025-11-10 20:00:00+00:00
2025-11-18 01:04:59.624213+00:00,moon-pluto,270.0,square_lower,0.0,3078,2025-11-18 00:00:00+00:00
2025-11-25 13:44:51.842257+00:00,moon-pluto,0.0,conjunction,0.0,3123,2025-11-25 12:00:00+00:00
2025-12-02 06:19:54.515215+00:00,moon-pluto,90.0,square,2.7755575615628914e-17,3163,2025-12-02 04:00:00+00:00
2025-12-08 06:17:30.069600+00:00,moon-pluto,180.0,opposition,0.0,3199,2025-12-08 04:00:00+00:00
2025-12-15 08:23:44.195124+00:00,moon-pluto,270.0,square_lower,0.0,3242,2025-12-15 08:00:00+00:00
2025-12-22 20:37:00.488205+00:00,moon-pluto,0.0,conjunction,0.0,3287,2025-12-22 20:00:00+00:00
2025-12-29 16:23:58.180033+00:00,moon-pluto,90.0,square,2.7755575615628914e-17,3328,2025-12-29 16:00:00+00:00
2026-01-04 18:25:13.026165+00:00,moon-pluto,180.0,opposition,0.0,3364,2026-01-04 16:00:00+00:00
2026-01-11 17:02:34.206027+00:00,moon-pluto,270.0,square_lower,0.0,3406,2026-01-11 16:00:00+00:00
2026-01-19 04:35:21.097675+00:00,moon-pluto,0.0,conjunction,0.0,3451,2026-01-19 04:00:00+00:00
2026-01-26 00:06:57.086316+00:00,moon-pluto,90.0,square,0.0,3492,2026-01-26 00:00:00+00:00
2026-02-01 06:21:18.598291+00:00,moon-pluto,180.0,opposition,0.0,3529,2026-02-01 04:00:00+00:00
2026-02-08 02:58:42.625982+00:00,moon-pluto,270.0,square_lower,0.0,3570,2026-02-08 00:00:00+00:00
2026-02-15 14:10:00.104599+00:00,moon-pluto,0.0,conjunction,0.0,3615,2026-02-15 12:00:00+00:00
2026-02-22 06:56:18.180241+00:00,moon-pluto,90.0,square,0.0,3655,2026-02-22 04:00:00+00:00
2026-02-28 16:03:54.780304+00:00,moon-pluto,180.0,opposition,0.0,3694,2026-02-28 16:00:00+00:00
2026-03-07 13:13:36.458968+00:00,moon-pluto,270.0,square_lower,0.0,3735,2026-03-07 12:00:00+00:00
2026-03-15 00:34:47.575632+00:00,moon-pluto,0.0,conjunction,0.0,3780,2026-03-15 00:00:00+00:00
2026-03-21 14:55:55.979699+00:00,moon-pluto,90.0,square,0.0,3819,2026-03-21 12:00:00+00:00
2026-03-27 23:11:59.122329+00:00,moon-pluto,180.0,opposition,0.0,3857,2026-03-27 20:00:00+00:00
2026-04-03 22:27:11.430650+00:00,moon-pluto,270.0,square_lower,0.0,3899,2026-04-03 20:00:00+00:00
