pair,aspect,in_window_bars,rate_in,lift,binomial_p,random_p,holdout_in_bars,holdout_lift,bh_significant
sun-pluto,120.0,148,0.5,0.9749342537804075,0.6537685700637856,0.6467661691542289,50,0.8298903775883069,False
mars-pluto,60.0,94,0.5,0.9749342537804075,0.637966396414873,0.6666666666666666,31,0.8517936426859455,False
moon-mercury,120.0,131,0.4961832061068702,0.9674920075683434,0.680648575195586,0.7810945273631841,36,0.8382731086750574,False
moon-pluto,30.0,121,0.49586776859504134,0.9668769458979248,0.6790855074119899,0.7263681592039801,34,0.9430572472594396,False
mars-neptune,180.0,111,0.4954954954954955,0.9661510623049083,0.6776813512289707,0.6666666666666666,38,0.7445188794153471,False
mars-saturn,0.0,109,0.4954128440366973,0.9659899028282938,0.6774243284208608,0.6119402985074627,37,1.1724495506468708,False
jupiter-uranus,30.0,144,0.4930555555555556,0.9613935002556797,0.7119106216049778,0.6915422885572139,144,0.9299592299363919,False
moon-mars,0.0,134,0.4925373134328358,0.960382996261297,0.7113156614587308,0.7114427860696517,34,0.8321093358171526,False
jupiter-saturn,45.0,801,0.4918851435705368,0.9591113507852199,0.8892655070588604,0.900497512437811,0,,False
sun-neptune,150.0,122,0.4918032786885246,0.9589517250299091,0.7109088588838132,0.736318407960199,24,1.1788215590742996,False
sun-jupiter,0.0,161,0.4906832298136646,0.9567677770018906,0.7395254489532448,0.7512437810945274,33,0.800169785553464,False
moon-saturn,150.0,141,0.48936170212765956,0.9541909717850797,0.7397465672680663,0.7661691542288557,33,0.9716347396006347,False
saturn-pluto,45.0,1120,0.48928571428571427,0.9540428054851131,0.9460561905575826,0.9402985074626866,303,0.977293648975129,False
moon-venus,60.0,137,0.48905109489051096,0.9535853285151432,0.739915302083092,0.7512437810945274,35,0.9161127544805985,False
moon-saturn,90.0,129,0.4883720930232558,0.9522613641576073,0.7404071164545261,0.7064676616915423,31,1.2168480609799222,False
moon-saturn,30.0,129,0.4883720930232558,0.9522613641576073,0.7404071164545261,0.7213930348258707,30,1.0059277304100689,False
mercury-saturn,45.0,121,0.48760330578512395,0.9507623301329594,0.7411368582519373,0.6865671641791045,24,0.864469143321153,False
venus-neptune,180.0,99,0.48484848484848486,0.9453907915446377,0.744800406993122,0.7213930348258707,19,0.4963459196102314,False
sun-moon,135.0,130,0.4846153846153846,0.9449362767410104,0.7679282269333771,0.7860696517412935,35,0.8083347833652339,False
venus-pluto,60.0,211,0.4834123222748815,0.942590463370631,0.8223978939105425,0.8557213930348259,130,0.9140401011899184,False
moon-neptune,135.0,141,0.48226950354609927,0.9403621171215278,0.7912974766410708,0.7860696517412935,34,0.9985312029805832,False
saturn-neptune,0.0,1010,0.48217821782178216,0.940184121962492,0.9762415074302578,0.945273631840796,1010,0.9094433255749448,False
venus-uranus,135.0,100,0.48,0.9359368836291913,0.7756079201151841,0.7611940298507462,19,0.5956151035322776,False
venus-jupiter,0.0,123,0.4796747967479675,0.9353027800494966,0.7957337007556703,0.7711442786069652,25,1.2071132764920829,False
sun-saturn,30.0,163,0.4785276073619632,0.9330659115935189,0.8302575530818342,0.845771144278607,55,1.028789724283025,False
sun-jupiter,90.0,136,0.47794117647058826,0.9319224484665661,0.8160473151585965,0.7761194029850746,26,0.36271432586901525,False
moon-mars,180.0,132,0.4772727272727273,0.9306190604267527,0.8172637578144987,0.8258706467661692,36,0.8906651779672485,False
mars-uranus,90.0,132,0.4772727272727273,0.9306190604267527,0.8172637578144987,0.8407960199004975,48,0.746586987413723,False
sun-uranus,45.0,132,0.4772727272727273,0.9306190604267527,0.8172637578144987,0.8308457711442786,27,0.9081292010646456,False
mars-saturn,60.0,65,0.47692307692307695,0.9299372882213118,0.7591972392331235,0.8059701492537313,0,,False
sun-venus,45.0,1119,0.47631814119749777,0.9287577431009065,0.9933339419888297,0.9950248756218906,344,0.8608138826728606,False
moon-saturn,0.0,126,0.47619047619047616,0.9285088131241976,0.8192551367796281,0.7910447761194029,32,0.8841161693057247,False
