timestamp_utc,pair,aspect_angle,aspect_name,orb_resid_deg,bar_index,candle_open_time
2024-06-24 05:50:18.698763+00:00,moon-pluto,0.0,conjunction,0.0,1,2024-06-24 00:00:00+00:00
2024-06-30 14:23:13.988482+00:00,moon-pluto,90.0,square,0.0,7,2024-06-30 00:00:00+00:00
2024-07-07 06:16:04.694025+00:00,moon-pluto,180.0,opposition,0.0,14,2024-07-07 00:00:00+00:00
2024-07-14 17:01:10.594374+00:00,moon-pluto,270.0,square_lower,0.0,21,2024-07-14 00:00:00+00:00
2024-07-21 13:14:29.811526+00:00,moon-pluto,0.0,conjunction,0.0,28,2024-07-21 00:00:00+00:00
2024-07-27 18:40:43.674506+00:00,moon-pluto,90.0,square,0.0,34,2024-07-27 00:00:00+00:00
2024-08-03 12:18:30.700949+00:00,moon-pluto,180.0,opposition,0.0,41,2024-08-03 00:00:00+00:00
2024-08-10 23:26:36.356167+00:00,moon-pluto,270.0,square_lower,0.0,48,2024-08-10 00:00:00+00:00
2024-08-17 22:13:20.105764+00:00,moon-pluto,0.0,conjunction,0.0,55,2024-08-17 00:00:00+00:00
2024-08-24 00:16:34.401632+00:00,moon-pluto,90.0,square,0.0,62,2024-08-24 00:00:00+00:00
2024-08-30 17:13:51.007033+00:00,moon-pluto,180.0,opposition,0.0,68,2024-08-30 00:00:00+00:00
2024-09-07 05:08:17.514042+00:00,moon-pluto,270.0,square_lower,0.0,76,2024-09-07 00:00:00+00:00
2024-09-14 07:34:47.966297+00:00,moon-pluto,0.0,conjunction,0.0,83,2024-09-14 00:00:00+00:00
2024-09-20 08:38:35.421409+00:00,moon-pluto,90.0,square,0.0,89,2024-09-20 00:00:00+00:00
2024-09-26 22:12:17.189690+00:00,moon-pluto,180.0,opposition,0.0,95,2024-09-26 00:00:00+00:00
2024-10-04 10:40:24.586281+00:00,moon-pluto,270.0,square_lower,0.0,103,2024-10-04 00:00:00+00:00
2024-10-11 15:53:05.435862+00:00,moon-pluto,0.0,conjunction,0.0,110,2024-10-11 00:00:00+00:00
2024-10-17 19:26:28.101037+00:00,moon-pluto,90.0,square,0.0,116,2024-10-17 00:00:00+00:00
2024-10-24 04:47:28.005172+00:00,moon-pluto,180.0,opposition,0.0,123,2024-10-24 00:00:00+00:00
2024-10-31 16:57:07.947463+00:00,moon-pluto,270.0,square_lower,0.0,130,2024-10-31 00:00:00+00:00
2024-11-07 22:37:32.687979+00:00,moon-pluto,0.0,conjunction,0.0,137,2024-11-07 00:00:00+00:00
2024-11-14 06:49:55.842461+00:00,moon-pluto,90.0,square,0.0,144,2024-11-14 00:00:00+00:00
2024-11-20 13:52:20.390705+00:00,moon-pluto,180.0,opposition,0.0,150,2024-11-20 00:00:00+00:00
2024-11-28 00:40:01.056401+00:00,moon-pluto,270.0,square_lower,0.0,158,2024-11-28 00:00:00+00:00
2024-12-05 04:56:09.425402+00:00,moon-pluto,0.0,conjunction,0.0,165,2024-12-05 00:00:00+00:00
2024-12-11 16:43:10.468811+00:00,moon-pluto,90.0,square,0.0,171,2024-12-11 00:00:00+00:00
2024-12-18 00:49:58.916090+00:00,moon-pluto,180.0,opposition,0.0,178,2024-12-18 00:00:00+00:00
2024-12-25 09:51:28.587962+00:00,moon-pluto,270.0,square_lower,0.0,185,2024-12-25 00:00:00+00:00
2025-01-01 12:44:38.513067+00:00,moon-pluto,0.0,conjunction,0.0,192,2025-01-01 00:00:00+00:00
2025-01-08 00:22:05.608320+00:00,moon-pluto,90.0,square,2.7755575615628914e-17,199,2025-01-08 00:00:00+00:00
2025-01-14 11:53:13.382476+00:00,moon-pluto,180.0,opposition,0.0,205,2025-01-14 00:00:00+00:00
2025-01-21 19:50:28.502311+00:00,moon-pluto,270.0,square_lower,0.0,212,2025-01-21 00:00:00+00:00
2025-01-28 22:55:57.983890+00:00,moon-pluto,0.0,conjunction,0.0,219,2025-01-28 00:00:00+00:00
2025-02-04 07:12:18.540913+00:00,moon-pluto,90.0,square,0.0,226,2025-02-04 00:00:00+00:00
2025-02-10 21:20:35.537639+00:00,moon-pluto,180.0,opposition,0.0,232,2025-02-10 00:00:00+00:00
2025-02-18 05:33:57.158854+00:00,moon-pluto,270.0,square_lower,0.0,240,2025-02-18 00:00:00+00:00
2025-02-25 10:32:37.457864+00:00,moon-pluto,0.0,conjunction,5.551115123125783e-17,247,2025-02-25 00:00:00+00:00
2025-03-03 15:27:20.204721+00:00,moon-pluto,90.0,square,0.0,253,2025-03-03 00:00:00+00:00
2025-03-10 04:47:43.838198+00:00,moon-pluto,180.0,opposition,0.0,260,2025-03-10 00:00:00+00:00
2025-03-17 14:10:59.077802+00:00,moon-pluto,270.0,square_lower,0.0,267,2025-03-17 00:00:00+00:00
2025-03-24 21:33:49.804356+00:00,moon-pluto,0.0,conjunction,0.0,274,2025-03-24 00:00:00+00:00
2025-03-31 01:52:49.941428+00:00,moon-pluto,90.0,square,0.0,281,2025-03-31 00:00:00+00:00
2025-04-06 11:18:53.179272+00:00,moon-pluto,180.0,opposition,0.0,287,2025-04-06 00:00:00+00:00
2025-04-13 21:26:41.265474+00:00,moon-pluto,270.0,square_lower,0.0,294,2025-04-13 00:00:00+00:00
2025-04-21 06:19:36.527602+00:00,moon-pluto,0.0,conjunction,0.0,302,2025-04-21 00:00:00+00:00
2025-04-27 13:16:11.137211+00:00,moon-pluto,90.0,square,0.0,308,2025-04-27 00:00:00+00:00
2025-05-03 18:24:44.674662+00:00,moon-pluto,180.0,opposition,0.0,314,2025-05-03 00:00:00+00:00
2025-05-11 03:42:23.919221+00:00,moon-pluto,270.0,square_lower,0.0,322,2025-05-11 00:00:00+00:00
2025-05-18 12:33:41.132941+00:00,moon-pluto,0.0,conjunction,0.0,329,2025-05-18 00:00:00+00:00
2025-05-24 23:36:12.530420+00:00,moon-pluto,90.0,square,5.551115123125783e-17,335,2025-05-24 00:00:00+00:00
2025-05-31 02:43:27.994360+00:00,moon-pluto,180.0,opposition,0.0,342,2025-05-31 00:00:00+00:00
2025-06-07 09:37:23.901353+00:00,moon-pluto,270.0,square_lower,0.0,349,2025-06-07 00:00:00+00:00
2025-06-14 17:26:54.617286+00:00,moon-pluto,0.0,conjunction,0.0,356,2025-06-14 00:00:00+00:00
2025-06-21 07:23:51.237980+00:00,moon-pluto,90.0,square,0.0,363,2025-06-21 00:00:00+00:00
2025-06-27 11:39:14.551694+00:00,moon-pluto,180.0,opposition,0.0,369,2025-06-27 00:00:00+00:00
2025-07-04 15:45:42.311572+00:00,moon-pluto,270.0,square_lower,0.0,376,2025-07-04 00:00:00+00:00
2025-07-11 22:41:37.754964+00:00,moon-pluto,0.0,conjunction,0.0,383,2025-07-11 00:00:00+00:00
2025-07-18 12:37:46.388338+00:00,moon-pluto,90.0,square,0.0,390,2025-07-18 00:00:00+00:00
2025-07-24 19:59:30.741540+00:00,moon-pluto,180.0,opposition,0.0,396,2025-07-24 00:00:00+00:00
2025-07-31 22:19:56.309430+00:00,moon-pluto,270.0,square_lower,0.0,403,2025-07-31 00:00:00+00:00
2025-08-08 05:25:40.999894+00:00,moon-pluto,0.0,conjunction,0.0,411,2025-08-08 00:00:00+00:00
2025-08-14 16:56:36.079715+00:00,moon-pluto,90.0,square,0.0,417,2025-08-14 00:00:00+00:00
2025-08-21 02:47:23.339199+00:00,moon-pluto,180.0,opposition,0.0,424,2025-08-21 00:00:00+00:00
2025-08-28 05:09:48.384403+00:00,moon-pluto,270.0,square_lower,0.0,431,2025-08-28 00:00:00+00:00
2025-09-04 13:40:22.485522+00:00,moon-pluto,0.0,conjunction,0.0,438,2025-09-04 00:00:00+00:00
2025-09-10 22:42:38.340845+00:00,moon-pluto,90.0,square,0.0,444,2025-09-10 00:00:00+00:00
2025-09-17 08:05:19.237253+00:00,moon-pluto,180.0,opposition,0.0,451,2025-09-17 00:00:00+00:00
2025-09-24 11:55:40.630910+00:00,moon-pluto,270.0,square_lower,0.0,458,2025-09-24 00:00:00+00:00
2025-10-01 22:28:56.877890+00:00,moon-pluto,0.0,conjunction,0.0,465,2025-10-01 00:00:00+00:00
2025-10-08 07:24:03.656527+00:00,moon-pluto,90.0,square,0.0,472,2025-10-08 00:00:00+00:00
2025-10-14 13:14:21.109353+00:00,moon-pluto,180.0,opposition,0.0,478,2025-10-14 00:00:00+00:00
2025-10-21 18:28:42.162196+00:00,moon-pluto,270.0,square_lower,0.0,485,2025-10-21 00:00:00+00:00
2025-10-29 06:39:06.712095+00:00,moon-pluto,0.0,conjunction,0.0,493,2025-10-29 00:00:00+00:00
2025-11-04 18:36:03.214818+00:00,moon-pluto,90.0,square,0.0,499,2025-11-04 00:00:00+00:00
2025-11-10 20:16:04.981826+00:00,moon-pluto,180.0,opposition,0.0,505,2025-11-10 00:00:00+00:00
2025-11-18 01:04:59.624213+00:00,moon-pluto,270.0,square_lower,0.0,513,2025-11-18 00:00:00+00:00
2025-11-25 13:44:51.842257+00:00,moon-pluto,0.0,conjunction,0.0,520,2025-11-25 00:00:00+00:00
2025-12-02 06:19:54.515215+00:00,moon-pluto,90.0,square,2.7755575615628914e-17,527,2025-12-02 00:00:00+00:00
2025-12-08 06:17:30.069600+00:00,moon-pluto,180.0,opposition,0.0,533,2025-12-08 00:00:00+00:00
2025-12-15 08:23:44.195124+00:00,moon-pluto,270.0,square_lower,0.0,540,2025-12-15 00:00:00+00:00
2025-12-22 20:37:00.488205+00:00,moon-pluto,0.0,conjunction,0.0,547,2025-12-22 00:00:00+00:00
2025-12-29 16:23:58.180033+00:00,moon-pluto,90.0,square,2.7755575615628914e-17,554,2025-12-29 00:00:00+00:00
2026-01-04 18:25:13.026165+00:00,moon-pluto,180.0,opposition,0.0,560,2026-01-04 00:00:00+00:00
2026-01-11 17:02:34.206027+00:00,moon-pluto,270.0,square_lower,0.0,567,2026-01-11 00:00:00+00:00
2026-01-19 04:35:21.097675+00:00,moon-pluto,0.0,conjunction,0.0,575,2026-01-19 00:00:00+00:00
2026-01-26 00:06:57.086316+00:00,moon-pluto,90.0,square,0.0,582,2026-01-26 00:00:00+00:00
2026-02-01 06:21:18.598291+00:00,moon-pluto,180.0,opposition,0.0,588,2026-02-01 00:00:00+00:00
2026-02-08 02:58:42.625982+00:00,moon-pluto,270.0,square_lower,0.0,595,2026-02-08 00:00:00+00:00
2026-02-15 14:10:00.104599+00:00,moon-pluto,0.0,conjunction,0.0,602,2026-02-15 00:00:00+00:00
2026-02-22 06:56:18.180241+00:00,moon-pluto,90.0,square,0.0,609,2026-02-22 00:00:00+00:00
2026-02-28 16:03:54.780304+00:00,moon-pluto,180.0,opposition,0.0,615,2026-02-28 00:00:00+00:00
2026-03-07 13:13:36.458968+00:00,moon-pluto,270.0,square_lower,0.0,622,2026-03-07 00:00:00+00:00
2026-03-15 00:34:47.575632+00:00,moon-pluto,0.0,conjunction,0.0,630,2026-03-15 00:00:00+00:00
2026-03-21 14:55:55.979699+00:00,moon-pluto,90.0,square,0.0,636,2026-03-21 00:00:00+00:00
2026-03-27 23:11:59.122329+00:00,moon-pluto,180.0,opposition,0.0,642,2026-03-27 00:00:00+00:00
2026-04-03 22:27:11.430650+00:00,moon-pluto,270.0,square_lower,0.0,649,2026-04-03 00:00:00+00:00
2026-04-11 10:22:22.272990+00:00,moon-pluto,0.0,conjunction,0.0,657,2026-04-11 00:00:00+00:00
2026-04-18 00:46:03.020373+00:00,moon-pluto,90.0,square,0.0,664,2026-04-18 00:00:00+00:00
2026-04-24 05:12:43.236456+00:00,moon-pluto,180.0,opposition,0.0,670,2026-04-24 00:00:00+00:00
2026-05-01 05:50:41.853795+00:00,moon-pluto,270.0,square_lower,0.0,677,2026-05-01 00:00:00+00:00
2026-05-08 18:21:59.291747+00:00,moon-pluto,0.0,conjunction,0.0,684,2026-05-08 00:00:00+00:00
2026-05-15 11:24:57.206164+00:00,moon-pluto,90.0,square,0.0,691,2026-05-15 00:00:00+00:00
2026-05-21 12:01:28.178450+00:00,moon-pluto,180.0,opposition,0.0,697,2026-05-21 00:00:00+00:00
2026-05-28 11:34:03.720931+00:00,moon-pluto,270.0,square_lower,0.0,704,2026-05-28 00:00:00+00:00
2026-06-05 00:21:49.105791+00:00,moon-pluto,0.0,conjunction,0.0,712,2026-06-05 00:00:00+00:00
2026-06-11 21:07:40.370755+00:00,moon-pluto,90.0,square,0.0,718,2026-06-11 00:00:00+00:00
2026-06-17 20:28:54.894687+00:00,moon-pluto,180.0,opposition,0.0,724,2026-06-17 00:00:00+00:00
